ISO3,series,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
BEL,PV.EST,0.79377418756485,0.856375813484192,0.757325053215027,0.620571196079254,0.820824682712555,0.810646176338196,0.95453542470932,0.923599720001221,0.940082728862762,0.701269447803497,0.577092111110687,0.429606109857559,0.41760727763176,0.393769443035126,0.458395332098007,0.521078526973724,0.662682592868805,0.581981599330902
BEL,RL.EST,1.25764083862305,1.22459959983826,1.31538724899292,1.33520579338074,1.37714815139771,1.41785252094269,1.43484890460968,1.44880962371826,1.45676612854004,1.54851686954498,1.45622563362122,1.39380347728729,1.32062590122223,1.33859252929688,1.3361576795578,1.32759404182434,1.29177582263947,1.34823083877563
BEL,RQ.EST,1.27136194705963,1.3299378156662,1.42054414749146,1.40567028522491,1.31022024154663,1.28281509876251,1.23621690273285,1.22217035293579,1.28374707698822,1.15288519859314,1.27396082878113,1.32856822013855,1.23354864120483,1.25903940200806,1.27653729915619,1.34363579750061,1.33185970783234,1.25295519828796
BEL,VA.EST,1.42076218128204,1.34239435195923,1.36077105998993,1.32498848438263,1.3466922044754,1.36068689823151,1.32516324520111,1.34942185878754,1.37298619747162,1.36629962921143,1.38754844665527,1.37725067138672,1.33863842487335,1.33044385910034,1.30838358402252,1.27814042568207,1.27089965343475,1.29709255695343
BEN,CC.EST,-0.871326267719269,-0.58709591627121,-0.470139265060425,-0.514077365398407,-0.627268314361572,-0.665382146835327,-0.605445802211761,-0.857918381690979,-0.745601773262024,-0.669655799865723,-0.563740015029907,-0.529033243656158,-0.576484858989716,-0.391633450984955,-0.329359769821167,-0.0399823486804962,-0.170538559556007,-0.0898572877049446
BEN,GE.EST,-0.652987897396088,-0.647012531757355,-0.543749690055847,-0.492893785238266,-0.595060706138611,-0.609903872013092,-0.547139346599579,-0.526746511459351,-0.508882761001587,-0.485428422689438,-0.682311475276947,-0.625652372837067,-0.697358727455139,-0.631518959999084,-0.490367919206619,-0.290913850069046,-0.23760136961937,-0.170590236783028
BEN,PV.EST,0.449746280908585,0.547892570495605,0.386217623949051,0.376421362161636,0.40366667509079,0.261260122060776,0.318356364965439,0.364367604255676,0.301189363002777,0.027139762416482,-0.0204964224249125,-0.00878350250422955,0.026252493262291,-0.146990418434143,-0.420240253210068,-0.443071663379669,-0.396318674087524,-0.34320268034935
BEN,RL.EST,-0.534019768238068,-0.53156977891922,-0.51314514875412,-0.530703067779541,-0.65431421995163,-0.673685908317566,-0.658945083618164,-0.574936270713806,-0.568178832530975,-0.485574275255203,-0.555592477321625,-0.627077043056488,-0.645502924919128,-0.692261755466461,-0.675484120845795,-0.76691859960556,-0.626956880092621,-0.596109390258789
BEN,RQ.EST,-0.641528606414795,-0.461876183748245,-0.506433963775635,-0.554605662822723,-0.398531436920166,-0.40174999833107,-0.401879459619522,-0.40126171708107,-0.415549963712692,-0.620842099189758,-0.621767401695251,-0.583056390285492,-0.523586809635162,-0.393426120281219,-0.446330428123474,-0.483431756496429,-0.447988480329514,-0.348364651203156
BEN,VA.EST,-0.0299640763550997,0.362777709960938,0.368180990219116,0.344647467136383,0.342523217201233,0.314489126205444,0.16639056801796,0.124485470354557,0.155436858534813,0.264536678791046,0.29437643289566,0.407765537500381,0.380507737398148,0.247411072254181,0.060940396040678,-0.0757769346237183,-0.233453392982483,-0.335694015026093
BFA,CC.EST,-0.105527251958847,-0.310118108987808,-0.329598039388657,-0.30901512503624,-0.345606595277786,-0.356885224580765,-0.378650426864624,-0.482446640729904,-0.525527596473694,-0.466838806867599,-0.299044787883759,-0.169877484440804,-0.138780206441879,-0.131607040762901,-0.219493299722672,-0.122198514640331,-0.0825074538588524,-0.111639469861984
BFA,GE.EST,-0.604898989200592,-0.80056357383728,-0.770006239414215,-0.530283987522125,-0.617469727993011,-0.589095711708069,-0.568243741989136,-0.632368385791779,-0.670198976993561,-0.592531859874725,-0.692133605480194,-0.638990938663483,-0.638492047786713,-0.644067406654358,-0.7781862616539,-0.708106637001038,-0.765025079250336,-0.853148698806763
BFA,PV.EST,-0.0626529157161713,0.155799552798271,0.307008683681488,0.118724599480629,0.0340402871370316,-0.117637142539024,-0.55538147687912,-0.573129236698151,-0.763390123844147,-0.787128567695618,-0.609127342700958,-0.868710696697235,-0.927885830402374,-1.06026446819305,-1.30219399929047,-1.53797841072083,-1.64294326305389,-1.81536936759949
BFA,RL.EST,-0.500521123409271,-0.433823466300964,-0.395825952291489,-0.344681531190872,-0.20417246222496,-0.194905057549477,-0.350398898124695,-0.425855100154877,-0.526729941368103,-0.545770764350891,-0.541128635406494,-0.4552983045578,-0.414963334798813,-0.459257543087006,-0.463833779096603,-0.468718588352203,-0.4631387591362,-0.611933767795563
BFA,RQ.EST,-0.456178694963455,-0.396016359329224,-0.313472509384155,-0.229373604059219,-0.14174522459507,-0.208372116088867,-0.205170571804047,-0.139083847403526,-0.197507470846176,-0.340953946113586,-0.424238204956055,-0.44747668504715,-0.481157660484314,-0.40524896979332,-0.42292308807373,-0.482700347900391,-0.480167269706726,-0.468305677175522
BFA,VA.EST,-0.446520090103149,-0.341833859682083,-0.307009160518646,-0.283480763435364,-0.289741963148117,-0.252949893474579,-0.280185431241989,-0.30497083067894,-0.255501538515091,-0.352606743574142,-0.114221930503845,0.0134272389113903,0.0645605251193047,-0.0616534128785133,-0.208245500922203,-0.189439803361893,-0.116836667060852,-0.684045016765594
BGD,CC.EST,-1.40646660327911,-1.44298279285431,-1.06323993206024,-1.0467883348465,-1.0752512216568,-1.05408024787903,-1.09738862514496,-0.85661906003952,-0.893966019153595,-0.892609238624573,-0.844677090644836,-0.88751894235611,-0.858602941036224,-0.926822602748871,-1.017209649086,-1.00371217727661,-0.986505091190338,-1.07575178146362
BGD,GE.EST,-0.918954312801361,-0.838699102401733,-0.70753276348114,-0.738396406173706,-0.802756428718567,-0.753689587116241,-0.772120714187622,-0.807726144790649,-0.797781109809875,-0.775071203708649,-0.752009570598602,-0.705847561359406,-0.752013146877289,-0.762283682823181,-0.753539621829987,-0.779491305351257,-0.653351545333862,-0.763355314731598
BGD,PV.EST,-1.86383938789368,-1.50709736347198,-1.54307162761688,-1.50833129882812,-1.54677140712738,-1.42578947544098,-1.40473687648773,-1.37908899784088,-1.62785887718201,-0.895563185214996,-1.20977377891541,-1.25973296165466,-1.25362718105316,-0.985569059848785,-0.928628742694855,-0.915816903114319,-1.03688275814056,-1.046462059021
BGD,RL.EST,-0.978551864624023,-0.907564043998718,-0.827155947685242,-0.752373576164246,-0.784571468830109,-0.801013290882111,-0.733335554599762,-0.936167359352112,-0.871579885482788,-0.782356798648834,-0.769605338573456,-0.669500529766083,-0.679660320281982,-0.649216711521149,-0.643474996089935,-0.565531194210052,-0.62569397687912,-0.601690113544464
BGD,RQ.EST,-1.081751704216,-1.00554251670837,-0.953167855739594,-0.914517819881439,-0.866342842578888,-0.857593059539795,-0.817078590393066,-0.95947253704071,-0.923936903476715,-0.95516049861908,-0.92024040222168,-0.811327993869781,-0.82475745677948,-0.849186778068542,-0.937222182750702,-0.906213521957397,-0.84635329246521,-0.927658915519714
BGD,VA.EST,-0.569969236850739,-0.451236516237259,-0.573499917984009,-0.442116975784302,-0.289043039083481,-0.268090695142746,-0.315068930387497,-0.401940673589706,-0.405487447977066,-0.474044501781464,-0.512201607227325,-0.584256231784821,-0.615438640117645,-0.742033064365387,-0.741862595081329,-0.769459009170532,-0.774502336978912,-0.753301620483398
BGR,CC.EST,0.0187454242259264,-0.11058596521616,-0.231792405247688,-0.274787336587906,-0.229267567396164,-0.237023547291756,-0.269264370203018,-0.281460791826248,-0.327892512083054,-0.303166449069977,-0.346440643072128,-0.260855674743652,-0.196330279111862,-0.188220024108887,-0.181220516562462,-0.3223497569561,-0.258131921291351,-0.158206030726433
