age,gender,A_total,O_total,C_total,E_total,N_total
47,2,34,38,31,28,36
39,1,35,36,34,30,41
48,2,33,35,30,32,27
19,2,34,36,36,33,40
16,2,29,28,35,35,37
33,2,37,31,33,29,36
57,2,34,31,28,32,31
14,2,29,31,34,30,36
14,2,28,25,32,34,38
16,1,29,34,31,30,33
22,2,30,31,34,32,30
25,2,29,27,24,26,34
21,1,34,35,38,32,20
21,1,34,31,27,31,35
17,1,33,36,30,29,31
30,2,32,33,34,33,27
20,2,35,37,34,28,25
16,1,29,34,30,32,30
48,2,32,39,25,30,29
19,2,34,30,37,37,26
31,2,34,39,28,34,26
29,1,33,31,33,30,26
27,2,34,30,27,31,36
24,1,33,35,33,31,23
24,2,30,31,33,28,27
18,2,33,28,32,31,28
48,1,35,38,36,26,27
23,1,31,29,26,33,27
44,1,32,37,39,35,29
24,2,35,32,34,30,33
17,1,30,34,36,31,36
26,2,32,28,32,33,22
24,2,32,35,26,37,28
45,1,33,32,33,34,17
48,1,34,32,30,31,23
15,2,38,35,28,29,30
15,2,29,35,39,30,42
18,1,35,32,27,36,27
53,2,32,29,35,27,24
19,2,27,29,30,27,22
23,2,33,35,38,32,42
22,1,27,36,29,31,20
34,2,34,37,34,32,29
22,2,32,33,34,28,33
42,1,36,34,31,32,33
19,1,37,33,30,28,37
23,1,31,28,32,29,29
19,2,29,31,33,35,37
20,2,36,33,37,27,27
50,2,25,36,38,31,27
22,1,29,28,29,31,27
24,2,34,35,29,29,20
21,1,32,28,31,31,29
16,2,30,27,31,33,27
40,2,23,38,32,25,24
32,1,30,29,33,31,38
27,1,32,31,30,33,25
19,1,28,27,34,23,23
25,1,37,36,29,22,31
34,1,30,33,28,29,29
19,2,33,38,29,32,27
25,2,35,38,34,29,31
26,2,30,35,31,34,25
29,2,29,28,30,33,42
19,2,30,30,32,34,32
56,2,30,37,34,30,33
19,2,29,32,32,31,36
24,2,36,34,36,32,36
29,2,32,34,30,35,22
21,1,24,38,34,25,20
24,2,33,29,33,28,27
15,2,29,26,32,30,40
28,1,30,36,35,31,31
53,1,32,35,31,34,38
21,2,29,30,27,29,31
20,2,34,34,32,29,35
31,2,31,36,34,29,34
37,1,31,36,31,35,37
16,2,33,27,31,31,26
47,2,34,36,26,31,31
20,2,37,35,35,36,37
26,1,35,32,35,38,31
32,2,37,26,31,27,34
16,2,33,34,32,32,27
21,2,30,35,34,32,34
40,2,36,38,36,28,39
22,2,28,28,34,32,23
21,2,30,32,29,29,33
17,1,32,29,32,37,31
23,2,32,34,28,37,25
29,1,35,33,23,30,34
19,2,30,34,31,35,27
23,1,34,37,33,35,31
19,2,34,34,32,32,31
36,2,29,36,28,31,28
22,1,36,31,29,34,43
21,1,32,30,26,29,35
25,1,38,33,27,31,40
19,1,34,34,38,35,35
30,2,34,28,28,29,36
25,2,31,32,35,29,34
38,2,31,30,31,32,35
17,2,33,32,38,32,36
26,2,29,29,32,28,31
34,1,25,27,27,27,35
31,1,33,33,31,31,35
21,1,35,29,28,31,30
23,2,29,30,32,30,28
28,1,32,35,37,26,29
19,2,27,33,26,35,24
16,2,32,31,26,27,35
16,1,33,33,31,29,38
54,2,35,34,29,34,22
19,1,30,38,38,35,36
41,2,33,31,31,31,38
19,2,38,30,34,27,29
26,1,30,28,22,30,21
26,2,32,28,34,31,22
21,2,29,27,30,34,30
18,2,31,32,37,35,31
25,1,34,39,29,24,18
39,2,30,29,29,30,25
38,1,29,28,28,30,28
19,1,31,40,34,33,36
26,1,31,33,29,31,33
42,2,33,37,35,31,30
16,2,30,32,29,33,37
25,2,33,36,33,31,19
33,1,29,33,30,34,24
25,2,33,33,28,30,22
20,2,28,34,31,27,25
16,1,31,36,33,36,25
51,1,33,35,29,27,30
27,1,28,34,35,24,21
16,1,28,28,29,24,30
48,1,33,34,28,33,42
18,2,39,35,35,26,30
15,2,35,36,37,29,40
15,2,34,31,38,31,37
39,1,35,40,28,25,21
19,2,31,38,30,30,22
20,2,31,32,32,29,38
57,2,33,26,28,31,26
22,2,39,28,26,27,42
16,1,26,28,28,33,26
37,2,26,24,25,24,34
47,1,28,35,30,30,24
13,2,39,25,24,28,40
52,2,35,28,33,36,21
25,2,30,32,28,32,37
26,2,30,36,28,27,22
21,2,35,34,31,32,28
33,2,31,36,34,34,32
61,1,30,30,28,31,28
50,2,34,38,31,24,19
27,2,35,25,32,35,27
22,1,36,30,29,27,38
23,1,30,32,32,30,31
24,2,35,39,34,31,38
16,2,31,29,30,28,30
51,2,31,33,28,33,27
18,2,34,38,38,25,30
20,1,33,37,29,35,21
53,1,29,31,27,27,26
23,1,34,31,30,31,26
17,2,34,38,35,25,29
69,1,33,33,32,30,32
20,2,30,31,32,33,27
32,1,35,37,36,29,36
19,2,32,29,33,28,32
54,2,34,36,29,29,30
22,1,30,38,33,29,28
22,2,33,31,30,31,29
50,2,26,37,35,27,34
36,2,32,32,31,29,34
16,2,25,27,36,30,42
53,2,32,33,35,30,30
17,2,28,34,36,33,42
17,2,33,33,26,28,29
48,2,34,28,32,30,27
16,2,33,34,36,37,33
32,2,31,35,29,29,34
33,2,28,34,33,29,34
28,1,33,34,34,30,34
26,2,31,31,33,30,30
29,2,26,31,27,34,39
23,2,33,34,35,28,30
39,2,33,32,33,32,34
33,1,27,40,29,27,30
53,1,29,38,31,29,22
20,2,34,36,36,33,31
52,2,33,40,26,34,33
48,2,32,27,28,30,19
32,2,31,27,34,33,27
31,2,30,27,37,33,31
50,2,33,36,30,30,31
25,1,34,28,28,26,42
40,1,34,36,29,25,24
23,2,27,29,32,30,23
52,1,34,33,30,36,40
15,1,28,34,35,32,31
20,2,39,36,32,22,42
38,2,35,38,34,35,33
33,2,33,29,23,29,27
59,1,34,34,28,31,36
43,2,31,32,29,31,22
19,2,33,30,29,27,21
20,1,31,30,32,32,28
20,2,29,32,32,25,31
30,1,34,38,29,29,30
33,2,34,35,33,33,25
20,2,34,29,29,33,20
48,1,30,33,34,31,38
15,1,32,37,38,32,38
18,2,32,28,29,30,34
20,1,36,33,33,36,28
27,1,27,38,31,31,23
16,1,34,33,23,28,19
23,2,32,36,31,30,28
25,2,30,34,22,28,37
18,2,33,36,33,33,40
39,2,33,33,30,30,33
26,2,30,33,28,30,27
1992,2,33,32,26,24,31
22,2,36,32,32,33,29
22,1,33,38,33,32,31
29,2,32,30,32,26,28
58,1,33,35,29,28,33
66,2,28,32,29,30,28
18,2,32,37,31,28,37
21,1,36,31,28,30,27
35,2,37,32,28,28,38
18,1,31,34,33,32,31
20,2,30,30,30,32,36
25,2,31,31,28,31,39
24,1,38,39,34,35,33
18,2,38,37,32,29,24
22,2,30,36,37,27,22
43,2,33,35,29,30,35
41,1,38,37,32,30,24
17,1,31,37,34,29,24
1988,2,29,27,31,25,27
17,2,34,37,38,30,40
49,2,32,32,33,32,19
21,2,32,37,31,31,29
43,1,30,30,30,31,33
25,2,35,33,28,32,23
15,2,29,34,36,32,33
14,2,29,27,29,30,20
25,1,31,31,28,29,29
23,2,32,28,33,32,32
17,1,33,39,28,29,23
20,1,34,34,33,34,25
23,2,31,28,33,28,37
16,2,29,32,31,33,27
17,2,31,34,34,26,40
21,2,29,27,27,30,36
59,2,30,29,33,25,24
24,2,32,34,32,29,24
18,2,34,36,38,34,35
22,2,39,30,31,27,19
56,2,37,39,32,33,28
35,2,34,37,34,33,33
25,2,30,34,38,28,23
35,2,37,34,33,26,34
28,2,36,32,26,36,42
40,1,27,39,34,25,40
26,2,38,35,28,35,38
17,1,34,34,32,31,29
40,2,33,32,23,31,31
48,2,33,28,25,35,25
21,1,36,32,30,30,41
33,1,31,32,31,31,31
25,2,26,25,25,28,38
41,2,39,32,32,35,22
56,1,33,32,34,30,18
46,2,31,37,31,29,27
21,1,32,32,31,31,28
21,1,32,34,28,32,26
18,1,38,35,30,24,34
21,2,31,32,35,31,28
29,1,31,31,35,30,34
53,2,31,32,31,30,37
40,1,30,38,38,29,27
21,2,34,32,31,33,29
46,2,31,34,29,30,27
17,2,32,39,35,23,39
35,1,32,34,35,28,30
24,2,37,34,25,29,31
16,2,27,33,33,30,28
18,1,34,36,36,37,30
22,2,34,32,32,29,23
21,2,28,29,30,30,21
17,1,39,34,33,34,26
16,2,31,35,33,35,34
20,2,34,32,33,30,30
15,2,26,26,33,32,42
25,1,32,32,35,33,18
33,2,35,30,28,27,30
16,2,35,37,37,30,26
35,2,32,34,33,32,34
22,1,39,36,38,33,33
16,2,33,35,27,35,35
58,2,34,34,35,29,26
20,2,29,36,28,28,23
35,2,37,30,26,34,36
21,1,25,33,33,28,32
20,2,39,35,35,29,43
34,1,30,35,31,36,34
21,1,36,38,36,31,27
32,2,34,31,32,37,30
19,1,37,33,31,36,30
19,2,30,36,35,31,37
15,2,33,31,32,23,38
19,1,36,37,30,35,38
17,1,27,39,24,23,36
19,1,26,31,23,33,26
20,2,32,35,24,30,22
24,1,32,28,22,34,23
19,2,32,28,30,28,26
28,1,31,34,35,30,28
17,2,31,36,34,34,29
22,1,33,37,32,34,23
32,2,30,29,26,30,27
1990,2,36,30,28,28,30
19,1,33,34,36,37,34
16,1,30,25,30,37,32
22,2,33,35,35,31,31
19,2,29,33,30,33,26
38,2,31,38,28,31,26
32,2,31,29,30,33,30
15,2,34,30,33,30,36
26,2,35,28,32,29,32
20,2,34,31,32,31,31
25,2,34,28,31,26,32
35,2,32,35,35,36,18
23,2,31,33,29,30,34
21,2,28,37,25,24,23
25,1,31,32,31,28,23
23,2,35,31,32,34,31
21,2,32,33,30,36,24
22,1,34,36,31,29,36
20,1,37,38,34,29,33
17,1,32,32,34,32,38
30,2,32,35,33,32,32
35,2,38,36,33,29,31
17,1,33,36,33,36,35
24,1,32,32,30,33,35
24,1,35,37,35,30,24
17,2,32,37,26,28,42
21,2,35,34,30,34,28
36,2,31,32,28,32,38
19,1,33,33,37,28,34
29,2,32,31,29,34,28
41,1,31,36,31,33,35
26,2,34,34,34,35,42
47,1,29,31,29,31,24
25,1,34,38,30,31,34
47,2,30,38,29,34,40
43,1,30,32,29,33,34
31,2,32,32,33,31,29
28,1,36,30,34,36,32
40,1,28,35,34,29,23
16,1,35,36,37,29,40
14,1,34,38,34,37,29
18,2,35,32,31,33,33
42,1,32,36,28,33,32
19,2,34,37,35,30,40
25,2,31,31,28,29,29
33,2,34,32,29,30,30
36,1,33,29,30,31,20
14,2,35,29,26,32,23
29,1,32,39,34,35,33
17,2,34,32,30,27,35
19,1,29,32,34,34,31
46,1,34,33,29,26,34
21,2,37,37,38,30,39
22,2,32,30,32,26,31
42,1,36,36,33,33,25
55,2,34,37,28,27,31
47,1,31,33,29,29,23
20,2,28,31,35,24,36
36,2,32,33,33,27,32
25,2,25,35,25,27,26
15,2,31,29,28,32,31
21,2,33,37,33,23,41
46,1,33,36,31,29,18
22,1,28,38,30,31,28
23,1,26,34,32,33,21
19,1,37,40,32,29,30
22,2,39,35,33,33,31
19,2,34,29,27,30,34
61,2,32,35,31,30,37
20,1,37,38,22,31,28
22,1,32,34,29,30,21
24,1,34,34,31,34,35
23,1,31,34,37,33,29
18,2,31,34,39,25,32
16,1,30,34,34,32,30
20,1,30,31,27,28,34
50,2,34,37,28,25,23
25,1,35,32,33,35,28
30,1,28,38,33,34,32
22,1,28,30,32,32,30
29,2,31,31,34,29,33
19,1,32,30,31,35,32
21,1,31,32,22,32,26
14,2,39,34,30,33,39
21,1,31,33,34,31,22
22,1,32,32,27,36,32
37,1,29,26,31,33,23
69,1,28,37,30,30,20
36,2,30,34,31,29,27
47,1,33,29,28,31,30
47,1,33,33,34,27,26
22,1,30,31,26,28,22
20,1,32,30,27,33,28
30,2,32,28,33,32,37
31,2,26,34,34,30,22
18,2,39,29,35,33,28
37,1,31,29,32,32,23
49,1,29,32,31,32,26
26,2,30,33,34,34,18
24,2,36,34,34,34,36
34,2,34,36,34,35,34
39,2,30,32,33,25,35
46,2,36,26,31,30,23
55,2,26,29,30,31,20
47,2,32,31,34,36,23
25,1,33,32,31,35,24
20,1,35,27,27,35,26
16,2,28,37,35,28,28
54,1,35,33,32,33,20
17,1,28,25,25,25,22
16,2,29,27,29,34,26
16,2,35,34,29,34,26
17,1,32,24,32,29,29
17,2,35,35,36,33,29
17,2,32,32,36,29,31
15,1,29,29,28,34,33
16,2,34,35,31,28,22
16,2,30,24,36,32,28
16,1,31,29,26,26,25
16,2,31,31,30,27,35
16,1,34,32,27,32,22
17,2,33,31,26,30,30
16,2,26,31,31,25,22
15,2,28,33,28,30,41
20,2,30,34,34,31,32
14,2,31,33,35,29,21
1999,1,30,28,33,37,25
15,2,24,26,30,30,41
15,1,26,29,26,26,18
21,2,27,35,31,34,31
21,2,33,31,37,34,40
13,2,29,35,36,28,31
39,1,27,36,25,27,27
21,2,33,25,30,33,26
22,2,29,32,36,31,39
30,1,30,34,25,35,34
15,2,31,33,28,33,43
59,2,32,34,28,33,22
33,1,37,36,33,38,28
21,2,36,33,27,32,41
26,2,37,36,36,33,33
14,1,30,29,28,33,38
18,1,34,37,36,33,29
21,1,35,32,34,30,34
19,2,34,35,34,28,28
24,2,31,25,34,34,28
34,2,33,27,32,29,21
30,2,29,34,28,31,28
37,2,34,31,27,28,29
31,2,28,34,36,34,30
30,2,34,39,34,26,39
47,2,35,39,31,33,35
24,2,30,33,29,37,28
21,1,35,33,37,37,29
19,2,30,30,28,29,35
1997,1,35,30,34,31,23
26,2,34,37,29,29,23
21,1,27,29,29,23,32
33,2,36,34,31,32,30
17,2,29,34,36,34,25
44,2,26,34,31,25,35
26,2,26,25,29,29,27
41,1,29,37,31,26,26
22,2,36,34,30,30,38
22,2,37,35,29,32,28
68,1,32,40,29,30,32
18,2,32,38,38,28,32
32,1,27,33,34,25,32
18,2,31,26,27,28,19
18,2,31,32,28,32,34
17,2,33,39,29,28,27
27,1,38,35,30,31,21
32,1,31,29,35,34,23
19,1,32,32,25,29,37
16,2,34,34,25,33,26
35,1,31,35,35,33,36
39,1,27,33,30,31,37
18,2,30,39,31,26,29
20,2,35,38,38,25,41
22,2,36,36,32,27,24
37,1,34,34,38,30,18
43,2,29,29,33,30,30
20,1,34,36,35,32,31
26,2,29,37,32,30,41
16,2,28,31,32,30,35
26,2,35,31,33,35,38
53,1,32,34,30,29,35
20,2,30,36,28,28,21
20,1,34,34,29,33,36
16,2,32,33,25,29,19
17,1,38,34,31,32,42
20,1,32,32,30,32,35
22,2,31,29,25,28,32
40,1,31,38,32,28,21
38,1,32,34,33,29,23
24,2,37,40,28,34,27
60,2,33,35,31,31,26
13,2,26,36,28,26,24
17,1,32,38,30,32,29
15,1,30,25,26,36,32
15,2,38,38,39,35,43
22,1,31,34,33,33,26
16,2,36,33,38,36,30
15,2,29,33,28,30,30
19,2,33,40,35,31,35
20,1,35,34,36,33,35
40,2,31,33,27,38,20
22,1,33,39,30,30,38
74,1,29,36,30,28,22
37,2,31,35,34,30,35
57,2,31,31,33,30,37
41,2,23,37,35,27,25
20,2,30,33,31,31,31
24,2,32,37,33,37,22
36,2,32,38,26,30,21
16,1,28,33,28,30,36
18,1,33,32,30,32,30
17,1,29,29,32,31,37
24,1,37,29,29,28,31
29,2,28,37,39,29,42
45,1,36,31,27,30,32
22,1,36,36,33,34,40
22,1,23,37,37,24,36
67,2,30,34,31,30,23
23,1,32,32,32,29,34
38,2,36,31,35,34,34
55,2,28,30,30,31,31
19,2,34,36,30,23,37
38,1,37,32,35,31,32
23,1,36,34,33,30,32
16,1,36,36,36,37,28
35,2,34,34,36,32,31
21,1,33,31,28,37,28
20,2,32,37,32,27,41
16,1,36,34,35,32,38
15,2,31,34,33,33,32
21,1,32,31,29,29,32
15,1,24,38,38,32,22
26,2,33,33,26,33,42
26,1,33,33,34,33,31
39,1,29,37,33,34,35
20,2,34,33,32,30,23
16,2,34,31,29,35,34
20,1,27,33,34,30,26
18,2,29,29,29,31,27
34,2,30,33,33,28,37
43,2,28,30,27,27,24
47,1,30,33,30,32,24
25,2,31,33,24,26,24
18,2,25,34,38,35,25
25,1,36,35,30,34,26
26,2,26,33,30,31,18
30,2,34,37,38,30,36
14,1,27,34,29,32,32
24,2,33,31,28,28,33
20,2,30,29,32,25,35
46,2,34,33,29,34,31
21,2,30,34,33,29,37
38,2,35,34,28,32,31
42,2,32,39,35,27,32
15,2,37,34,35,26,38
49,1,33,37,35,36,22
16,2,35,34,34,32,32
17,1,28,31,35,29,27
53,2,31,33,32,32,31
37,2,32,37,30,29,29
18,2,33,31,32,29,25
23,2,32,28,32,35,31
21,2,37,25,35,24,25
34,2,31,35,28,30,33
35,1,36,30,29,33,39
57,2,31,34,30,34,27
27,2,31,30,34,30,30
54,1,26,38,37,26,34
25,2,34,37,30,27,38
42,2,35,34,32,35,28
30,2,32,38,32,27,27
19,2,31,34,28,29,30
27,2,33,24,33,32,32
20,2,34,35,35,35,28
28,2,31,35,37,31,36
27,1,30,30,32,33,28
26,2,34,34,31,31,22
23,1,32,35,34,32,30
28,1,28,30,28,36,32
16,1,36,39,34,26,26
41,2,34,38,36,32,33
22,2,34,34,33,33,30
27,1,30,29,29,31,40
26,2,35,34,33,32,35
41,2,32,33,35,29,24
30,2,33,38,35,32,40
18,2,34,36,31,25,31
17,2,30,39,34,28,30
19,2,33,29,26,33,39
19,2,34,30,28,29,38
40,1,27,28,24,32,19
23,2,29,28,28,27,30
47,1,31,32,29,30,24
27,2,33,34,36,36,32
18,2,35,36,35,27,35
24,2,34,34,31,30,31
27,1,30,32,30,31,31
26,3,33,37,32,31,41
21,1,31,31,28,28,36
17,2,37,35,33,30,32
17,2,29,29,31,33,23
21,2,31,26,33,38,31
40,1,27,35,28,28,25
23,1,29,28,29,25,27
23,2,35,36,36,37,41
37,2,34,34,31,38,27
20,1,34,39,32,29,30
19,2,38,35,37,32,37
17,2,33,35,33,34,35
19,2,37,34,34,37,35
38,1,29,36,33,33,19
19,1,34,30,31,30,25
31,2,31,31,29,28,26
22,2,31,33,38,30,31
23,1,34,33,38,35,34
18,2,35,35,29,35,40
28,1,28,26,30,31,30
19,1,38,35,37,38,29
22,1,34,30,30,35,36
26,1,32,33,31,30,25
24,2,34,32,34,31,32
46,2,32,37,29,27,26
15,2,30,32,30,32,39
15,1,30,31,32,34,34
18,2,31,30,30,33,27
34,2,36,37,32,32,22
21,2,29,38,33,37,28
19,1,32,34,38,26,35
25,1,27,25,27,35,27
18,2,29,34,27,27,25
13,2,31,30,35,34,37
46,2,27,32,29,25,27
23,2,38,29,28,27,34
22,2,32,30,28,29,35
17,1,35,27,24,34,34
21,2,35,35,32,31,33
17,1,33,30,31,30,21
17,1,34,33,33,30,36
17,1,31,30,37,29,26
17,1,31,37,30,38,31
35,1,29,30,22,30,22
14,1,35,34,28,29,33
19,2,33,32,35,34,34
37,1,26,26,31,30,26
33,2,26,32,31,32,24
19,2,35,35,31,33,40
25,1,29,33,26,34,18
29,2,30,38,35,30,37
42,1,35,39,28,30,22
16,1,33,29,29,27,40
30,1,32,37,32,38,31
14,1,38,35,29,31,29
18,2,38,33,30,31,22
42,2,34,30,32,30,23
14,1,37,39,37,36,31
31,1,35,32,29,35,26
16,2,31,38,39,25,43
21,1,31,27,37,38,40
68,2,34,33,34,33,30
25,1,30,36,32,28,34
51,2,34,31,24,36,28
26,1,30,28,32,37,24
23,1,27,35,28,27,29
20,2,34,35,31,29,21
15,2,31,26,35,26,36
15,2,31,29,32,32,36
22,2,34,37,29,29,31
18,2,37,33,29,33,26
18,2,31,34,33,32,26
14,1,29,38,28,26,27
19,2,31,32,22,32,37
21,2,32,27,28,31,29
36,1,29,31,32,27,26
21,1,29,28,28,27,38
22,1,33,28,29,30,32
16,1,34,34,34,34,34
41,2,35,30,36,30,36
49,1,33,36,28,31,33
32,2,37,32,28,32,41
30,1,30,34,33,32,23
16,2,39,33,32,28,43
42,1,36,36,36,36,36
44,2,31,36,28,28,25
17,2,32,28,34,37,38
18,2,35,34,34,32,39
20,2,30,24,30,26,42
27,2,35,34,33,30,25
54,1,31,32,31,26,22
28,2,34,38,36,34,24
26,1,33,34,28,34,31
17,2,30,29,35,31,39
19,1,26,35,26,25,22
22,2,31,32,27,25,31
25,2,33,36,33,36,39
25,2,28,35,27,29,30
30,2,32,34,34,30,26
30,1,30,33,31,29,39
28,1,28,37,32,28,21
36,1,31,31,29,36,30
15,1,31,34,38,35,33
20,2,29,30,33,31,36
22,3,32,33,30,29,41
44,2,35,32,28,28,19
39,1,32,33,24,34,26
45,2,33,33,31,30,28
28,2,35,37,32,32,35
24,2,33,32,28,33,28
22,1,32,29,30,34,41
19,2,30,40,32,29,41
23,1,33,36,31,36,34
47,1,27,33,30,29,33
15,1,35,40,33,24,37
37,1,29,32,28,29,25
18,2,33,34,34,30,35
38,2,33,32,29,28,22
24,2,34,33,30,33,30
17,1,38,33,24,30,21
17,2,38,36,38,34,36
55,2,36,28,33,34,20
24,1,36,33,27,32,34
30,1,31,38,37,31,34
21,2,30,28,31,32,22
24,2,30,35,29,35,24
49,2,37,29,25,33,25
15,2,31,35,29,32,29
30,1,35,35,30,27,33
29,2,30,32,32,27,35
36,1,32,38,27,28,38
58,2,32,32,30,31,19
21,1,31,33,32,28,36
18,1,23,33,30,29,27
31,2,28,27,25,30,42
20,2,35,37,29,29,28
27,2,32,33,30,36,32
27,1,30,31,29,28,36
32,2,31,30,26,32,27
27,2,28,36,29,28,32
57,2,34,28,34,32,23
32,2,32,34,34,31,23
27,2,31,36,33,31,30
14,2,27,38,34,30,40
33,2,34,37,35,31,29
21,2,34,35,32,31,32
47,1,29,36,33,31,31
50,2,33,31,35,32,31
47,2,32,34,33,30,21
16,1,37,29,32,32,38
24,2,33,26,32,33,29
17,2,30,30,32,29,36
41,2,37,26,28,30,36
14,2,26,32,36,26,41
17,2,34,38,34,28,32
41,2,31,38,30,30,42
15,2,34,35,33,31,34
31,2,34,30,37,31,32
14,2,28,34,35,26,39
20,2,34,32,27,32,43
35,2,34,34,33,33,40
25,2,33,32,32,27,36
22,2,32,36,30,30,37
48,2,34,33,29,25,26
17,1,31,28,28,32,40
20,2,29,34,31,32,30
33,2,35,32,27,28,40
40,2,32,35,30,23,31
22,2,32,27,31,38,33
14,2,35,27,34,28,38
26,1,39,30,34,29,36
31,1,25,38,34,26,34
21,2,26,33,33,31,24
20,2,38,26,28,29,36
27,2,33,25,26,35,21
16,3,32,32,34,33,36
26,1,37,28,37,32,29
40,1,30,29,30,28,28
51,2,28,36,29,31,32
22,2,37,33,39,28,27
34,2,34,37,33,32,18
20,2,36,25,28,27,39
56,2,31,32,36,34,19
40,2,36,30,35,36,33
21,2,32,33,29,34,27
22,1,28,33,30,31,36
20,1,33,36,31,30,40
19,2,32,28,30,37,38
17,2,31,34,27,29,30
30,1,38,26,30,26,18
32,1,29,27,25,26,35
17,1,30,27,33,38,36
22,2,34,36,37,30,35
28,1,35,31,31,34,26
26,2,32,32,25,30,32
19,2,33,35,29,36,41
29,2,35,32,36,32,39
43,2,31,31,34,35,30
56,2,38,34,39,34,30
15,2,30,31,28,32,32
19,1,34,34,33,32,36
20,2,30,34,30,29,40
15,2,32,34,31,29,32
21,2,32,37,26,30,41
23,2,29,28,26,32,27
26,2,28,31,27,28,22
19,2,35,27,29,29,33
19,1,38,33,30,31,27
31,1,32,30,27,28,26
18,2,23,33,27,33,25
41,2,29,37,36,31,32
24,2,35,33,30,28,24
41,2,36,39,30,29,38
1992,2,33,31,34,27,26
20,2,28,31,31,28,33
18,2,31,36,30,38,39
32,1,34,37,34,34,25
13,2,35,33,32,31,26
20,1,35,32,34,36,30
17,2,34,36,30,29,26
22,2,34,34,34,31,36
19,1,26,31,28,29,28
57,1,28,36,30,28,25
27,2,32,36,33,31,35
14,2,35,31,31,37,33
18,2,34,33,31,36,22
35,1,33,32,29,33,24
18,2,33,29,30,29,32
40,2,29,37,29,29,32
21,2,34,34,30,31,37
31,1,28,33,30,29,32
20,2,37,35,32,26,38
17,2,33,37,37,33,29
16,3,31,35,28,29,36
62,1,32,31,25,31,30
19,2,33,31,31,27,36
34,1,33,31,30,29,38
22,1,33,31,32,32,40
20,1,28,34,35,29,38
19,1,34,36,28,35,29
21,1,32,34,32,34,31
26,2,32,33,33,34,29
22,2,28,36,30,28,26
24,2,33,30,38,30,34
22,2,28,29,29,26,41
22,1,30,32,33,30,31
70,2,25,34,23,29,30
24,2,32,32,32,27,29
58,1,31,37,37,28,32
23,1,32,30,31,33,28
21,1,33,27,32,36,25
20,1,29,33,33,33,36
22,2,34,29,30,37,31
25,1,31,32,29,34,30
25,2,30,37,37,28,26
65,1,35,34,31,36,30
19,2,34,34,38,34,34
26,2,33,28,36,33,25
30,1,25,33,33,27,28
14,2,29,28,27,37,22
39,2,31,36,32,33,39
73,2,30,33,31,36,30
55,1,33,34,30,32,31
24,2,29,36,30,34,33
17,1,32,39,30,29,38
21,2,31,30,32,31,28
22,2,30,33,28,27,25
34,1,37,31,36,38,29
62,2,33,38,34,31,27
42,2,29,40,33,33,31
21,1,30,33,34,31,27
46,1,34,36,30,34,27
20,2,33,36,31,29,37
30,2,32,37,35,28,40
18,2,33,35,30,35,33
15,2,39,30,29,31,35
22,1,38,30,33,27,23
66,1,27,28,31,31,42
31,1,26,32,35,26,37
35,1,28,40,32,26,36
22,1,34,29,29,29,23
16,2,33,31,30,32,30
16,2,31,32,25,32,28
26,2,33,37,29,31,34
16,2,29,34,37,31,36
17,2,26,32,38,28,38
65,1,30,36,29,32,31
16,2,33,30,28,30,33
24,2,33,32,34,31,31
28,2,30,32,30,27,27
22,2,34,35,36,38,22
20,1,28,34,36,33,20
20,2,35,36,32,31,40
18,2,36,32,30,31,33
20,2,34,31,37,30,39
21,2,31,34,28,29,32
18,2,28,31,34,28,43
17,2,37,29,31,34,31
46,2,33,39,28,30,32
20,2,36,33,30,26,29
28,1,34,27,34,32,34
20,1,29,35,29,38,27
20,2,32,27,27,30,26
15,1,31,29,34,32,25
49,1,34,39,34,30,21
49,1,32,37,36,32,23
22,1,35,35,31,30,35
17,1,27,35,32,30,34
22,1,32,33,37,33,22
20,1,39,26,31,33,28
20,2,27,28,26,33,26
19,2,30,37,31,33,39
76,1,34,34,35,31,26
22,1,31,33,32,35,33
30,2,34,38,36,30,39
21,2,28,25,28,24,36
46,2,32,32,32,31,19
24,2,29,32,33,27,31
31,2,29,29,29,32,21
17,2,30,28,33,27,28
36,2,29,35,28,32,20
18,2,34,28,34,36,30
18,2,31,36,36,30,38
32,2,33,33,36,29,33
16,1,32,39,29,28,37
16,2,29,30,33,27,29
22,2,30,27,34,26,31
27,2,23,38,30,31,29
31,1,32,33,31,29,20
41,1,29,37,35,34,42
21,2,34,26,30,30,34
15,0,33,34,36,34,26
36,2,36,35,38,29,35
16,1,33,26,39,26,30
33,2,33,29,32,30,37
15,2,27,38,31,23,41
15,2,37,31,27,35,34
20,2,38,34,32,31,32
32,1,35,32,33,27,36
16,2,39,35,31,34,37
17,2,31,33,34,32,32
13,1,33,36,28,35,30
20,2,29,31,33,31,35
21,1,32,40,30,28,22
51,2,33,30,26,30,26
43,2,30,35,31,29,36
25,1,32,37,28,27,22
21,2,28,33,35,36,23
27,2,34,31,29,37,18
48,1,31,38,31,33,27
18,2,30,32,30,30,28
20,2,33,30,35,29,35
14,2,30,28,30,29,32
28,1,34,37,30,29,28
28,2,32,30,30,30,31
23,2,32,28,32,30,41
30,1,31,32,28,29,36
26,1,33,36,39,33,37
22,1,32,31,30,36,34
32,2,34,32,30,27,33
19,1,39,34,30,35,25
64,2,34,35,31,27,24
21,2,31,33,30,30,22
17,1,36,30,30,34,32
24,1,39,36,30,32,32
22,1,31,27,31,35,31
35,2,32,29,36,34,17
40,2,31,32,28,32,24
23,1,29,32,25,27,36
16,2,27,26,27,25,33
